longitudine,latitudine
9.3795424,46.142567
7.2439208,44.808395
9.6560698,45.706223
7.0478802,45.136948
7.6642842,45.089523
8.8191786,44.425934
9.9576674,45.667057
10.376467,45.418102
10.224605,45.542084
7.0150237,45.141907
9.6764212,45.703682
8.3172741,44.807064
8.4823017,44.30827
7.6088524,45.622833
8.4959249,44.328838
8.6219511,45.962025
9.9283152,45.238857
7.3332701,44.887383
9.1586924,45.190487
8.7927494,45.663418
9.1962318,45.468555
7.530436,44.736225
9.4893236,45.181347
10.422977,46.458973
8.5376873,45.911076
9.1524019,44.761635
9.0381393,45.627777
8.3401127,46.268665
8.5514956,45.922943
9.5082331,45.313908
7.9438467,44.610741
10.568811,45.556309
7.6760321,44.908089
7.3745732,44.338001
7.8250484,45.780331
8.9293041,44.412186
8.2133226,44.90271
8.9392824,44.407787
9.3308849,44.840294
8.7181635,45.213306
7.7085547,44.846245
9.3320961,45.995914
8.4535313,45.137188
8.8914557,44.50753
8.9696045,44.405838
9.1822767,45.470425
9.9328318,45.932213
7.8403206,44.552299
7.6855717,45.654499
9.1710882,45.462688
9.8721867,45.398129
8.1736689,44.00901
